r_id,plts_likupang,pltd_bitung,pltd_lopana,pltu_amurang,pltu_amurang_sawa,pltp_lahendong_iii,pltp_lahendong_iiiiv,pltp_lahendong_vvi_ftp_2,pltd_kotamobagu,pltu_gorontalo_ftp1,plts_isimu_gorontalo,pltd_talaga,pltu_molotabu,pltg_gorontalo_peaker,pltd_silae,pltu_tawaeli_ekpansi,pltu_ampana,plta_poso_2,pltg_tello,plta_bakaru_1,pltb_sidrap,pltu_sulsel_barru,pltg_sengkang_gt_22,pltgu_sengkang_st_28,pltu_punagay_ftp_2,pltb_jeneponto,pltgu_jeneponto_2,pltu_jeneponto_1,pltu_kendari_ekspansi,pltu_kendarinii_tanasa,mpp_sultra_kendari,pltu_kendari_3,pltmg_baubau,pltu_baubau,pltu_mamuju,lisdes,sangihe,sulut_3,tahuna,talaud,dedieselisasi,tahuna_2,dominanga,sulbagut_kuota_tersebar,sulbagut_kuota_tersebar,sulbagut_kuota_tersebar,sulbagut_kuota_tersebar,sulbagut_kuota_tersebar,sawangan,sulbagut_kuota_tersebar,sulbagut_kuota_tersebar,tahuna_3,sulbagut_kuota_tersebar,minahasa,sulut_1,sulbagut_1,bone_bolango,iya,lisdes,luwuk,poso_peaker,tomata,lisdes,koro_kabalo,dedieselisasi,lisdes,palu_3,koro_yaentu,lisdes,sulbagsel_kuota_tersebar,buleleng,biak_i,biak_ii,biak_iii,sulbagut_kuota_tersebar,sulbagsel_kuota_tersebar,halulai,alani,lisdes,sulsel_barru_2,malea_ftp_2,sulbagsel_kuota_tersebar,ussu_malili,selayar,selayar,bungin_111,madong,dedieselisasi,makassar,selayar_2,lisdes,sulbagsel_kuota_tersebar,sulbagsel_kuota_tersebar,sulbagsel_kuota_tersebar,dedieselisasi,bakaru_2,belaj_en,poko,sulbagsel_kuota_tersebar,buttu_batu,sulbagsel_kuota_tersebar,lisdes,lisdes,lisdes,dedieselisasi,mpp_sulselbar,lisdes,sulbagsel,dedieselisasi,lapai_1,lapai_2,riorita,watunohu,konawe_bendungan_pelosika_pupr,baubau_2,sulbagsel_kuota_tersebar,lisdes,lisdes,bonehau,pltp_kotamobagu_1,pltp_kotamobagu_2,pltp_kotamobagu_3,pltp_kotamobagu_4,pltp_marana,pltp_lainea,pltp_sipaholon_riaria,pltp_borapulu,pltp_pentadio,pltp_suwawa,pltm_riorita,pltm_riorita,plta_sulbagut_kuota_tersebar,plta_sulbagut_kuota_tersebar,plta_sulbagut,plta_sulbagsel_kuota_tersebar,plta_sulbagsel_kuota_tersebar,plta_sulawesi_kuota_tersebar,plta_sulawesi_kuota_tersebar,plta_pokko,plta_watunohu,plta_konawe_bendung_piipr,pltm_dominanga,pltm_lapa_1,pltm_lapa_1,pltm_lapa_2,pltm_lapa_2,pltm_riorita,pltm_riorita,pltsa_makassar,plts_dedieselisasi,pltb_sulbagsel_kuota_tersebar,pltb_sulbagsel,pltb_sulbagsel_kuota_tersebar,pltb_sulbagsel_kuota_tersebar,pltb_sulbagsel_kuota_tersebar,pltb_sulbagsel_kuota_tersebar,pltb_sulbagsel_kuota_tersebar,pltb_sulbagsel_kuota_tersebar,north_sulawesi_geothermal_potential_ruen,gorontalo_geothermal_potential_ruen,central_sulawesi_geothermal_potential_ruen,south_sulawesi_geothermal_potential_ruen,southeast_sulawesi_geothermal_potential_ruen,west_sulawesi_geothermal_potential_ruen,north_sulawesi_hydropower_potential_ruen,gorontalo_hydropower_potential_ruen,central_sulawesi_hydropower_potential_ruen,south_sulawesi_hydropower_potential_ruen,southeast_sulawesi_hydropower_potential_ruen,west_sulawesi_hydropower_potential_ruen,north_sulawesi_hydropower_mini_potential_ruen,gorontalo_hydropower_mini_potential_ruen,central_sulawesi_hydropower_mini_potential_ruen,south_sulawesi_hydropower_mini_potential_ruen,southeast_sulawesi_hydropower_mini_potential_ruen,west_sulawesi_hydropower_mini_potential_ruen,north_sulawesi_biomass_potential_ruen,gorontalo_biomass_potential_ruen,central_sulawesi_biomass_potential_ruen,south_sulawesi_biomass_potential_ruen,southeast_sulawesi_biomass_potential_ruen,west_sulawesi_biomass_potential_ruen,north_sulawesi_biogas_potential_ruen,gorontalo_biogas_potential_ruen,central_sulawesi_biogas_potential_ruen,south_sulawesi_biogas_potential_ruen,southeast_sulawesi_biogas_potential_ruen,west_sulawesi_biogas_potential_ruen,north_sulawesi_solar_potential_ruen,gorontalo_solar_potential_ruen,central_sulawesi_solar_potential_ruen,south_sulawesi_solar_potential_ruen,southeast_sulawesi_solar_potential_ruen,west_sulawesi_solar_potential_ruen,north_sulawesi_wind_potential_ruen,gorontalo_wind_potential_ruen,central_sulawesi_wind_potential_ruen,south_sulawesi_wind_potential_ruen,southeast_sulawesi_wind_potential_ruen,west_sulawesi_wind_potential_ruen,gas_candidate_1,gas_candidate_2,gas_candidate_3,gas_candidate_4,ccgt_candidate_1,ccgt_candidate_2,ccgt_candidate_3,ccgt_candidate_4,diesel_candidate_1,diesel_candidate_2,diesel_candidate_3,diesel_candidate_4,gas_candidate_1,gas_candidate_2,gas_candidate_3,gas_candidate_4,ccgt_candidate_1,ccgt_candidate_2,ccgt_candidate_3,ccgt_candidate_4,diesel_candidate_1,diesel_candidate_2,diesel_candidate_3,diesel_candidate_4,gas_candidate_1,gas_candidate_2,gas_candidate_3,gas_candidate_4,ccgt_candidate_1,ccgt_candidate_2,ccgt_candidate_3,ccgt_candidate_4,diesel_candidate_1,diesel_candidate_2,diesel_candidate_3,diesel_candidate_4,gas_candidate_1,gas_candidate_2,gas_candidate_3,gas_candidate_4,ccgt_candidate_1,ccgt_candidate_2,ccgt_candidate_3,ccgt_candidate_4,diesel_candidate_1,diesel_candidate_2,diesel_candidate_3,diesel_candidate_4,gas_candidate_1,gas_candidate_2,gas_candidate_3,gas_candidate_4,ccgt_candidate_1,ccgt_candidate_2,ccgt_candidate_3,ccgt_candidate_4,diesel_candidate_1,diesel_candidate_2,diesel_candidate_3,diesel_candidate_4,gas_candidate_1,gas_candidate_2,gas_candidate_3,gas_candidate_4,ccgt_candidate_1,ccgt_candidate_2,ccgt_candidate_3,ccgt_candidate_4,diesel_candidate_1,diesel_candidate_2,diesel_candidate_3,diesel_candidate_4
345,0.056,1,1,1,1,1,1,1,1,1,0.107,1,1,1,1,1,1,0.5,1,0.5,0.035,1,1,1,1,0.035,1,1,1,1,1,1,1,1,1,0.056,0.056,1,1,1,0.056,1,0.5,1,1,0.5,0.5,1,0.5,0.5,1,1,1,1,1,1,0.5,0.5,0.051,1,0.5,0.5,0.051,0.5,0.051,0.051,1,0.5,0.051,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.144,1,0.5,0.5,0.5,0.144,1,0.5,0.5,0.144,1,1,0.144,1,0.5,0.035,0.144,0.5,0.5,0.5,0.035,0.5,0.5,0.066,0.066,0.066,0.066,1,0.066,1,0.066,0.5,0.5,0.5,0.5,0.5,1,1,0.116,0.116,0.5,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.051,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,0.056,0.107,0.051,0.144,0.066,0.116,0.011,0.044,0.006,0.035,0.006,0.023,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
346,0.003,1,1,1,1,1,1,1,1,1,0.012,1,1,1,1,1,1,0.5,1,0.5,0.035,1,1,1,1,0.035,1,1,1,1,1,1,1,1,1,0.003,0.003,1,1,1,0.003,1,0.5,1,1,0.5,0.5,1,0.5,0.5,1,1,1,1,1,1,0.5,0.5,0.007,1,0.5,0.5,0.007,0.5,0.007,0.007,1,0.5,0.007,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.034,1,0.5,0.5,0.5,0.034,1,0.5,0.5,0.034,1,1,0.034,1,0.5,0.035,0.034,0.5,0.5,0.5,0.035,0.5,0.5,0.007,0.007,0.007,0.007,1,0.007,1,0.007,0.5,0.5,0.5,0.5,0.5,1,1,0.021,0.021,0.5,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.007,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,0.003,0.012,0.007,0.034,0.007,0.021,0.008,0.055,0.005,0.035,0.011,0.008,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
347,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0.5,1,0.5,0.043,1,1,1,1,0.043,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0.5,1,1,0.5,0.5,1,0.5,0.5,1,1,1,1,1,1,0.5,0.5,0,1,0.5,0.5,0,0.5,0,0,1,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0,1,0.5,0.5,0.5,0,1,0.5,0.5,0,1,1,0,1,0.5,0.043,0,0.5,0.5,0.5,0.043,0.5,0.5,0,0,0,0,1,0,1,0,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0.5,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0.008,0.054,0.018,0.043,0.019,0.016,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
348,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0.5,1,0.5,0.041,1,1,1,1,0.041,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0.5,1,1,0.5,0.5,1,0.5,0.5,1,1,1,1,1,1,0.5,0.5,0,1,0.5,0.5,0,0.5,0,0,1,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0,1,0.5,0.5,0.5,0,1,0.5,0.5,0,1,1,0,1,0.5,0.041,0,0.5,0.5,0.5,0.041,0.5,0.5,0,0,0,0,1,0,1,0,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0.5,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0.012,0.059,0.026,0.041,0.019,0.03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
349,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0.5,1,0.5,0.05,1,1,1,1,0.05,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0.5,1,1,0.5,0.5,1,0.5,0.5,1,1,1,1,1,1,0.5,0.5,0,1,0.5,0.5,0,0.5,0,0,1,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0,1,0.5,0.5,0.5,0,1,0.5,0.5,0,1,1,0,1,0.5,0.05,0,0.5,0.5,0.5,0.05,0.5,0.5,0,0,0,0,1,0,1,0,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0.5,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0.016,0.061,0.03,0.05,0.02,0.048,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
350,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0.5,1,0.5,0.06,1,1,1,1,0.06,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0.5,1,1,0.5,0.5,1,0.5,0.5,1,1,1,1,1,1,0.5,0.5,0,1,0.5,0.5,0,0.5,0,0,1,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0,1,0.5,0.5,0.5,0,1,0.5,0.5,0,1,1,0,1,0.5,0.06,0,0.5,0.5,0.5,0.06,0.5,0.5,0,0,0,0,1,0,1,0,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0.5,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0.019,0.061,0.032,0.06,0.024,0.058,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
351,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0.5,1,0.5,0.068,1,1,1,1,0.068,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0.5,1,1,0.5,0.5,1,0.5,0.5,1,1,1,1,1,1,0.5,0.5,0,1,0.5,0.5,0,0.5,0,0,1,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0,1,0.5,0.5,0.5,0,1,0.5,0.5,0,1,1,0,1,0.5,0.068,0,0.5,0.5,0.5,0.068,0.5,0.5,0,0,0,0,1,0,1,0,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0.5,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0.025,0.065,0.026,0.068,0.019,0.059,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
352,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0.5,1,0.5,0.068,1,1,1,1,0.068,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0.5,1,1,0.5,0.5,1,0.5,0.5,1,1,1,1,1,1,0.5,0.5,0,1,0.5,0.5,0,0.5,0,0,1,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0,1,0.5,0.5,0.5,0,1,0.5,0.5,0,1,1,0,1,0.5,0.068,0,0.5,0.5,0.5,0.068,0.5,0.5,0,0,0,0,1,0,1,0,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0.5,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0.036,0.078,0.019,0.068,0.013,0.062,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
353,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0.5,1,0.5,0.071,1,1,1,1,0.071,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0.5,1,1,0.5,0.5,1,0.5,0.5,1,1,1,1,1,1,0.5,0.5,0,1,0.5,0.5,0,0.5,0,0,1,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0,1,0.5,0.5,0.5,0,1,0.5,0.5,0,1,1,0,1,0.5,0.071,0,0.5,0.5,0.5,0.071,0.5,0.5,0,0,0,0,1,0,1,0,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0.5,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0.05,0.1,0.019,0.071,0.006,0.059,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
354,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0.5,1,0.5,0.08,1,1,1,1,0.08,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0.5,1,1,0.5,0.5,1,0.5,0.5,1,1,1,1,1,1,0.5,0.5,0,1,0.5,0.5,0,0.5,0,0,1,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0,1,0.5,0.5,0.5,0,1,0.5,0.5,0,1,1,0,1,0.5,0.08,0,0.5,0.5,0.5,0.08,0.5,0.5,0,0,0,0,1,0,1,0,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0.5,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0.061,0.107,0.02,0.08,0.004,0.033,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
355,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0.5,1,0.5,0.079,1,1,1,1,0.079,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0.5,1,1,0.5,0.5,1,0.5,0.5,1,1,1,1,1,1,0.5,0.5,0,1,0.5,0.5,0,0.5,0,0,1,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0,1,0.5,0.5,0.5,0,1,0.5,0.5,0,1,1,0,1,0.5,0.079,0,0.5,0.5,0.5,0.079,0.5,0.5,0,0,0,0,1,0,1,0,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0.5,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0.061,0.089,0.03,0.079,0.005,0.006,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
356,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0.5,1,0.5,0.06,1,1,1,1,0.06,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0.5,1,1,0.5,0.5,1,0.5,0.5,1,1,1,1,1,1,0.5,0.5,0,1,0.5,0.5,0,0.5,0,0,1,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0,1,0.5,0.5,0.5,0,1,0.5,0.5,0,1,1,0,1,0.5,0.06,0,0.5,0.5,0.5,0.06,0.5,0.5,0,0,0,0,1,0,1,0,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0.5,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0.053,0.061,0.031,0.06,0.004,0.005,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
357,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0.5,1,0.5,0.04,1,1,1,1,0.04,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0.5,1,1,0.5,0.5,1,0.5,0.5,1,1,1,1,1,1,0.5,0.5,0,1,0.5,0.5,0,0.5,0,0,1,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0,1,0.5,0.5,0.5,0,1,0.5,0.5,0,1,1,0,1,0.5,0.04,0,0.5,0.5,0.5,0.04,0.5,0.5,0,0,0,0,1,0,1,0,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0.5,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0.045,0.045,0.031,0.04,0.003,0.008,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
358,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0.5,1,0.5,0.02,1,1,1,1,0.02,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0.5,1,1,0.5,0.5,1,0.5,0.5,1,1,1,1,1,1,0.5,0.5,0,1,0.5,0.5,0,0.5,0,0,1,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0,1,0.5,0.5,0.5,0,1,0.5,0.5,0,1,1,0,1,0.5,0.02,0,0.5,0.5,0.5,0.02,0.5,0.5,0,0,0,0,1,0,1,0,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0.5,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0.04,0.039,0.026,0.02,0.002,0.019,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
